Clinical Implications of BMI-1 in Cancer Stem Cells of Laryngeal Carcinoma,2014,"Yan Liu, Jingpu Yang, Chunshun Jin, Jinzhang Cheng, Xueshibojie Liu, Xinmeng Qi, Xue Zhao, Dan Yu"
Clinical Profile of Non Alcoholic Fatty Liver Disease Among Young Patients with Type 1 Diabetes Mellitus Seen at a Diabetes Speciality Centre in India,2014,"Ramanujam Vendhan, Anandakumar Amutha, Ranjit Mohan Anjana, Ranjit Unnikrishnan, Viswanathan Mohan"
Clinical Review: Hashimoto's thyroiditis and papillary thyroid carcinoma: is there a correlation?,2013,"Karen T Le, Bojana Jankovic, Jerome M Hershman"
Clinical characteristics and therapy exploration of active human cytomegalovirus infection in 105 lupus patients,2014,"Z Zhong, J Zhang, Y Dou, D Xu, F Zhang, X Zeng, F Tang, J Su, X Zhang, Y Zhao, X You"
Clinical correlates of white matter blood flow perfusion changes in Sturge-Weber syndrome: a dynamic MR perfusion-weighted imaging study,2011,"J Wu, Z Lang, H T Chugani, C Juhász, J Hu, B Tarabishy, Y Miao, Y Ye, M E Behen, Z Kou"
Clinical experiences with cannabinoids in spasticity management in multiple sclerosis,2013,"F Pérez-Miralles, M Escutia Roig, J L Poveda Andrés, B Casanova-Estruch, E Monte Boquet, I Gil Gómez, L Lorente Fernández, I Boscá Blasco"
Clinical feasibility of monitoring m-THPC mediated photodynamic therapy by means of fluorescence differential path-length spectroscopy,2011,"Stephen Chad Kanick, Jan Bonne Aans, Henricus Jcm Sterenborg, I Bing Tan, Arjen Amelink, Dominic J Robinson, Baris Karakullukcu"
Clinical features of eosinophilic esophagitis,2014,Stephan Miehlke
Clinical relevance and functional consequences of the TNFRSF1A multiple sclerosis locus,2013,"Linda Ottoboni, Irene Y Frohlich, Michelle Lee, Brian C Healy, Brendan T Keenan, Zongqi Xia, Tanuja Chitnis, Charles R Guttmann, Samia J Khoury, David A Hafler, Howard L Weiner, Philip L De Jager"
Clinically relevant quality measures for risk factor control in primary care: a retrospective cohort study,2014,"Edouard Battegay, Stefan Weiler, Jacques Cornuz, Eve A Kerr, Lukas Zimmerli, Armin Gemperli, Jean-Michel Gaspoz, Douglas C Bauer, Drahomir Aujesky, Nicolas Rodondi, Tinh-Hai Collet"
Clinicopathological significance of PTEN and bcl2 expressions in oral squamous cell carcinoma,2012,"Arshad Rahmani, Husain Gad Elkarimahmad, Moshahid A Rizvi, Mohammad Alzohairy, Ali Yousif Babiker"
Closure versus non-closure of the peritoneum at caesarean section: short- and long-term outcomes,2014,"G Justus Hofmeyr, Anthony A Bamigboye"
CoCoTools: open-source software for building connectomes using the CoCoMac anatomical database,2013,"Daniel P Bliss, Fernando Perez, Mark D'Esposito, Robert S Blumenfeld"
Coadministration of bicuculline and NMDA induces paraplegia in the rat,2012,"Ilya D Ionov, Larissa A Roslavtseva"
Coagulopathy in liver diseases: complication or therapy?,2014,"Marcello Bianchini, Lesley De Pietri, Erica Villa"
Coagulopathy triggered autoimmunity: experimental antiphospholipid syndrome in factor V Leiden mice,2013,"Aviva Katzav, Miri Blank, Olga Touloumi, Tania Ebert, Chaim G Pick, Joab Chapman, Nikolaos C Grigoriadis, Yehuda Shoenfeld"
Cognitive correlates of 1H MRS measures in the healthy elderly brain,2005,"Amy J Ross, Perminder S Sachdev, Wei Wen, Michael J Valenzuela, Henry Brodaty"
Collagen XVI induces expression of MMP9 via modulation of AP-1 transcription factors and facilitates invasion of oral squamous cell carcinoma,2014,"Peter J Oefner, Torsten E Reichert, Joerg Reinders, Susanne Grässel, Richard Bauer, Konstanze B Bedal"
Combination of high ankle-brachial index and hard coronary heart disease Framingham Risk Score in predicting the risk of ischemic stroke in general population,2014,"Jianping Chen, Yinyin Zhang, Jie Chen, Kun Zhang, Tong Wang, Minyi Kong, Yu Liu, Jingfeng Wang, Zhiyu Wang, Hui Huang, Renhua Chen"
Combined visual and motor evoked potentials predict multiple sclerosis disability after 20 years,2014,"Regina Schlaeger, Ernst W Radue, Leticia Grize, Christian Schindler, Sophie Dellas, Ludwig Kappos, Peter Fuhr"
"Comment to: ""Different Antibiotic No Culture Eradication (DANCE) of Helicobacter pylori: an easy way to manage H. pylori eradication""",2013,"Amin Talebi Bezmin Abadi, Marc J Bonten, Johannes Gerardus Kusters"
Commentary--Digging deeper into tumor invasion as a prognostic factor for oral squamous cell carcinoma,2013,R Bryan Bell
Comorbidities in elderly patients with asthma: Association with control of the disease and concomitant treatment,2014,"Marek Leszek Kowalski, Beata Kubsik, Aleksandra Wardzyńska"
Comparing gray and white matter fMRI activation using asymmetric spin echo spiral,2012,"Sean R McWhinney, Erin L Mazerolle, Jodie R Gawryluk, Steven D Beyea, Ryan C N D'Arcy"
Comparison of manual and laboratory PCV and total protein using EDTA and lithium heparin canine samples,2014,"A Tamborini, S Papakonstantinou, A Brown, S Brennan, R E Shiel, J N Mills, C T Mooney"
Comparison of placebo and best available therapy for the treatment of myelofibrosis in the phase 3 COMFORT studies,2013,"Ruben A Mesa, Jean-Jacques Kiladjian, Srdan Verstovsek, Haifa Kathrin Al-Ali, Jason Gotlib, Heinz Gisslinger, Richard Levy, Andres Siulnik, Vikas Gupta, Mahmudul Khan, John F DiPersio, Mari McQuitty, John V Catalano, Deborah S Hunter, Laurent Knoops, Michael Deininger, Francisco Cervantes, Carole Miller, Alessandro M Vannucchi, Richard T Silver, Tiziano Barbui, Moshe Talpaz, Giovanni Barosi, Elliott F Winton, Estella Mendeson, Jimmie H Harvey, Murat O Arcasoy, Elizabeth Hexner, Roger M Lyons, Ronald Paquette, Azra Raza, William Sun, Victor Sandor, Hagop M Kantarjian, Claire Harrison"
Comparison of thallium-201 SPET and CT/MRI in the detection of residual/recurrent squamous cell carcinoma of the oral cavity,2004,"Jong-Kang Lee, Yeu-Sheng Tyan, Wen-Sheng Huang"
Comparison of ultrasound-guided core biopsy versus fine-needle aspiration biopsy in the evaluation of salivary gland lesions,2012,"Nicholas J Douville, Carol R Bradford"
Complications of Diabetes: Chronic Kidney Disease (CKD) and Diabetic Nephropathy,2014,Mehmet Akif Büyükbeşe
Comprehensive planning for classification and disposal of solid waste at the industrial parks regarding health and environmental impacts,2014,"Hassan Hashemi, Bahareh Rahmani Samani, Hamidreza Pourzamani"
Comprehensive treatment of squamous cell cancer of head and neck: Chinese expert consensus 2013,2014,"Ye Guo, Chenping Zhang, Jinyi Lang, [Collective Name] Chinese Anti-Cancer Association, [Collective Name] Society of Radiation Therapy, Li Gao, Chong Zhao, [Collective Name] Society of Head & Neck Tumor Surgery"
Conceptual main.java.model for dietary behaviour change at household level: a 'best-fit' qualitative study using primary data,2014,"Meena Daivadanam, Tk Sundari Ravindran, Rolf Wahlström, Mala Ramanathan, Kr Thankappan"
Concurrent doxorubicin and radiotherapy for anaplastic thyroid cancer: a critical re-evaluation including uniform pathologic review,2011,"Eric J Sherman, Su Hsien Lim, Alan L Ho, Ronald A Ghossein, Matthew G Fury, Ashok R Shaha, Michael Rivera, Oscar Lin, Suzanne Wolden, Nancy Y Lee, David G Pfister"
Conflicting contexts: midwives' interpretation of childbirth through photo elicitation,2013,"Caroline S E Homer, Felicity Copeland, Hannah G Dahlen"
Connexin 40 is dispensable for vascular renin cell recruitment but is indispensable for vascular baroreceptor control of renin secretion,2014,"Bjoern Neubauer, Armin Kurtz, Hanna Müller, Katharina Machura, Lisa Kurtz, Philipp Tauber"
Coronary risk in a cohort of Paralympic athletes,2006,"M T de Mello, J A O Filho, B L Filho, X M Salvetti, A C da Silva"
Correlates of hypertension among adult men and women in kosovo,2014,"Valdet Hashani, Enver Roshi, Genc Burazeri"
Correlates of leptin in children with chronic kidney disease,2014,"Mark Mitsnefes, Edward Nehus, Susan Furth, Bradley Warady"
Correlation Between Papilledema Grade and Diffusion-Weighted Magnetic Resonance Imaging in Idiopathic Intracranial Hypertension,2014,"David M Salvay, Leena V Padhye, Julie B Huecker, Mae O Gordon, Ryan Viets, Aseem Sharma, Gregory P Van Stavern"
Correlation of lymphatic vessel density and vascular endothelial growth factor with nodal metastasis in papillary thyroid microcarcinoma,2011,"Joon Ho Kim, Young-Hyeh Ko, Young-Ik Son, Man Ki Chung"
Corticosteroid therapy for nephrotic syndrome in children,2007,"E M Hodson, N S Willis, J C Craig"
Corticosteroids alter CGRP and melatonin release in cluster headache episodes,2014,"Lars Neeb, Linn Anders, Philipp Euskirchen, Heike Israel, Jan Hoffmann, Uwe Reuter"
Cost-effectiveness of insulin degludec compared with insulin glargine for patients with type 2 diabetes treated with basal insulin - from the UK health care cost perspective,2014,"T Christensen, J Gundgaard, M Evans, M Wolden, B Chubb"
Cross-sectional comparison of coronary artery calcium scores between Caucasian men in the United States and Japanese men in Japan: the multi-ethnic study of atherosclerosis and the Shiga epidemiological study of subclinical atherosclerosis,2014,"Takayoshi Ohkubo, Takashi Kadowaki, Kiang Liu, [Collective Name] MESA Research Group, Hirotsugu Ueshima, [Collective Name] SESSA Research Group, Sayaka Kadowaki, Takashi Hisamatsu, Matthew J Budoff, Akira Sekikawa, Maryam Zaid, Akira Fujiyoshi, Katsuyuki Miura"
Cultural sensitivity or professional acculturation in early clinical experience?,2014,"Amal Redha Hubail, David L Whitford"
Cultures of evidence across policy sectors: systematic review of qualitative evidence,2014,"Theo Lorenc, Elizabeth F Tyner, Mark Petticrew, Steven Duffy, Fred P Martineau, Gemma Phillips, Karen Lock"
Curcumin inhibits tongue carcinoma cells migration and invasion through downregulation of matrix metallopeptidase 10,2012,"Raymond King-Yin Tsang, Wai-Kuen Ho, Jimmy Yu-Wai Chan, Thian-Sze Wong, Whitney Wing-Yan Tang, William Ignace Wei, Wei Gao"
Current challenges and clinical investigations of epidermal growth factor receptor (EGFR)- and ErbB family-targeted agents in the treatment of head and neck squamous cell carcinoma (HNSCC),2013,Roger B Cohen
Cutaneous adverse effects of biological therapies for psoriasis,2008,"Xavier García-Navarro, Lluís Puig, Francisca Corella, Esther Roé, Agustín Alomar"
Cutaneous events during anti-TNF alpha therapy: a prospective observational study of 41 cases],2009,"M-J Jean-Pastor, P Berbis, M-C Koeppel, N Bonnet, J-C Grimaud, J Roudier, S Guis"
Cycling with functional electrical stimulation in an adult with spastic diplegic cerebral palsy,2011,"Therese E Johnston, Susan F Wainwright"
Cyclooxygenase-2 promotes tumor lymphangiogenesis and lymph node metastasis in oral squamous cell carcinoma,2012,"Yoshihiro Morita, Kenji Hata, Masako Nakanishi, Toshihiko Nishisho, Yoshiaki Yura, Toshiyuki Yoneda"
Cytologic and molecular diagnosis of thyroid cancers: is it time for routine reflex testing?,2011,"Lewis A Hassell, Elizabeth M Gillies, S Terence Dunn"
Cytology of a thyroid metastasis from an endometrial sarcoma: a case report,2012,"Y Socrier, D D'Aure, L Lacoste-Collin, G Escourrou, M Soule-Tholy, M Courtade-Saïdi, M-B Delisle"
DNA testing and molecular screening for colon cancer,2013,John M Carethers
Danger and Dementia: Caregiver Experiences and Shifting Social Roles During a Highly Active Hurricane Season,2014,"Heide Castañeda, Janelle J Christensen"
Dark therapy for bipolar disorder using amber lenses for blue light blockade,2007,James Phelps
Decreased diabetes-induced glycemic impairment in WKY and SHR involves enhanced skeletal muscle Slc2a4/GLUT4 expression,2014,"Ana Barbara Alves-Wagner, Robinson Sabino-Silva, Rosana C Mori, Ubiratan F Machado, Raquel S Campello"
Decreased expression of profilin 2 in oral squamous cell carcinoma and its clinicopathological implications,2011,"C Y Ma, C P Zhang, L P Zhong, H Y Pan, L Z Wang, O W Andrew, T Ji, W Han, W T Chen"
Decreased oral cancer risk by moderate alcohol consumption in non-smoker postmenopausal women,2011,"Szilvia Mihályi, Dániel Takács, Ferenc Koppány, Zsuzsanna Suba"
Deep-brain stimulation: long-term analysis of complications caused by hardware and surgery--experiences from a single centre,2006,"J Voges, Y Waerzeggers, M Maarouf, R Lehrke, A Koulousakis, D Lenartz, V Sturm"
Density of tumor-associated macrophages correlates with lymph node metastasis in papillary thyroid carcinoma,2012,"Wei Qing, Wei-Yuan Fang, Lei Ye, Li-Yun Shen, Xiao-Fang Zhang, Xiao-Chun Fei, Xi Chen, Wei-Qing Wang, Xiao-Ying Li, Jia-Cheng Xiao, Guang Ning"
Depressive symptoms and metabolic markers of risk for type 2 diabetes in obese adolescents,2013,"Tamara S Hannon, Dana L Rofey, SoJung Lee, Silva A Arslanian"
Design and evaluation of a bacterial clinical infectious diseases ontology,2013,"Heather L Platt, Stephanie Pouch, Lindsay G Cowell, Claire L Gordon, Albert Goldfain, Mary Regina Boland, Chunhua Weng"
Design of novel BH3 mimetics for the treatment of chronic lymphocytic leukemia,2012,C Billard
Designing an architectural style for dynamic medical Cross-Organizational Workflow management system: an approach based on agents and web services,2014,"Lotfi Bouzguenda, Manel Turki"
Development and pilot testing of a decision aid for drivers with dementia,2014,"Don Iverson, Sanjay Bhargava, John Carmody, Kate Lewis, Victoria Traynor, Jan Potter"
Development of a method for the determination of 4-(methylnitrosamino)-1-(3-pyridyl)-1-butanol in urine of nonsmokers and smokers using liquid chromatography/tandem mass spectrometry,2012,"Hongwei Hou, Xiaotao Zhang, Yongfeng Tian, Gangling Tang, Yulan Liu, Qingyuan Hu"
Development of a new lingual range-of-motion assessment scale: normative data in surgically treated oral cancer patients,2014,"C L Lazarus, H Husaini, A S Jacobson, J K Mojica, D Buchbinder, D Okay, M L Urken"
Diabetes mellitus with obesity is a predictor of recurrence in patients with non-metastatic renal cell carcinoma,2013,"Kazunori Kihara, Minato Yokoyama, Kazutaka Saito, Yoh Matsuoka, Fumitaka Koga, Junichiro Ishioka, Yasuhisa Fujii, Hiroshi Fukushima, Noboru Numao, Manabu Tatokoro, Soichiro Yoshida, Hitoshi Masuda"
Dietary prevention of allergic disease in children: are current recommendations really based on good evidence?,2007,"Paul L P Brand, Berber J Vlieg-Boerstra, Anthony E J Dubois"
Differences on the effect of heat waves on mortality by sociodemographic and urban landscape characteristics,2013,"Carme Borrell, Yihan Xu, Payam Dadvand, Jose Barrera-Gómez, Claudio Sartini, Marc Marí-Dell'Olmo, Mercè Medina-Ramón, Jordi Sunyer, Xavier Basagaña"
Differential circadian catecholamine and cortisol responses between healthy women with and without a parental history of hypertension,2014,"Gary D James, Alexandria S Alfarano, Helene M van Berge-Landry"
Differential effects of dexamethasone and itraconazole on Aspergillus fumigatus-exacerbated allergic airway inflammation in a murine main.java.model of mite-sensitized asthma,2013,"Hiroto Matsuse, Chizu Fukushima, Susumu Fukahori, Tomoko Tsuchida, Tetsuya Kawano, Tomoya Nishino, Shigeru Kohno"
Differential gene expression profiles of peripheral blood mononuclear cells in childhood asthma,2014,"Jian-Pei Fang, Wen-Jing Li, Qian Kong, Ying-Qiang Zhong, Hua-Rong Huang"
Differentiation of edema and glioma infiltration: proposal of a DTI-based probability map,2014,"Friso W A Hoefnagels, Ernesto Sanz-Arigita, Sander Idema, Joost P A Kuijer, Philip De Witt Hamer, Frederik Barkhof, Petra J W Pouwels, W Peter Vandertop"
Diffusion and perfusion imaging in subacute neurotoxicity following high-dose intravenous methotrexate,2007,"April F Eichler, Tracy T Batchelor, John W Henson"
Diffusion tensor imaging in patients with essential tremor,2007,"B S Han, P H Lee, H S Kim, D H Shin"
Diffusion tensor imaging reveals regional differences in the cervical spinal cord in amyotrophic lateral sclerosis,2010,"Sharon Usher, Govind Nair, Debbie Lu, Xiaoping P Hu, Michael Benatar, John D Carew"
Diffusional kurtosis imaging of normal-appearing white matter in multiple sclerosis: preliminary clinical experience,2012,"Mariko Yoshida, Masaaki Hori, Kazumasa Yokoyama, Issa Fukunaga, Michimasa Suzuki, Koji Kamagata, Keigo Shimoji, Nobutaka Hattori, Yoshitaka Masutani, Atsushi Nakanishi, Shigeki Aoki"
Direct costs of hypertensive patients admitted to hospital in Vietnam¿ a bottom-up micro-costing analysis,2014,"Ccm Schuiling-Veninga, Hoa H Le, Thi-Phuong-Lan Nguyen, Thi Nguyen, Van Nguyen, Thanh Nguyen, Maarten J Postma"
Direct-to-consumer advertising for oral cancer screening devices,2009,Mark W Lingen
Disseminating educational innovations in health care practice: training versus social networks,2010,"Jan Pols, Paul L P Brand, Erik Jippes, Marjolein C Achterkamp, Derk Jan Kiewiet, Jo M L van Engelen"
Distinct inflammatory mediator patterns characterize infectious and sterile systemic inflammation in febrile neutropenic hematology patients,2014,"Christine Wennerås, Lars Hagberg, Lars Hynsjö, Rune Andersson, Anders Lindahl, Marcin Okroj, Peter Johansson, Björn Andreasson, Johan Gottfries, Agnes E Wold, Anna M Blom"
Diversity of the gut microbiota and eczema in early life,2008,"Andrew B Onderdonk, Erick Forno, Mary L Delaney, Daniel Laskey, Juan C Celedón, John McCracken, Diane R Gold, Andrea M Dubois, Louise M Ryan, Augusto A Litonjua, Scott T Weiss"
Do differences in muscle recruitment between novice and elite cyclists reflect different movement patterns or less skilled muscle recruitment?,2008,"Andrew Chapman, Bill Vicenzino, Peter Blanch, Paul Hodges"
Do hyperechoic thyroid nodules on B-ultrasound represent calcification?,2013,"Zhongwen Zhou, Duan Cai, Tianyi Li, Yi Wang, Gang Wu"
Do patients gain weight after thyroidectomy for thyroid cancer?,2011,"Joshua T Weinreb, Yuching Yang, Glenn D Braunstein"
Do teachers have more health problems? Results from a French cross-sectional survey,2006,"Viviane Kovess-Masféty, Christine Sevilla-Dedieu, Carmen Rios-Seidel, Eléna Nerrière, Christine Chan Chee"
Do textured insoles effect postural control and spatiotemporal parameters of gait and plantar sensation in people with multiple sclerosis?,2014,"Michal Greenberg-Abrahami, Anat Achiron, Diana Pasitselsky, Alon Kalron"
Dobutamine stress for evaluation of right ventricular reserve in pulmonary arterial hypertension,2014,"Tripura Sharma, Edmund M T Lau, Preeti Choudhary, Paul J Torzillo, Phillip A Munoz, Lisa R Simmons, Robert Naeije, David S Celermajer"
Does comparative effectiveness research promote rationing of cancer care?,2014,"Kevin Houck, S Yousuf Zafar, Neal J Meropol, Jeffrey Peppercorn, Peter Ubel"
Does maternal diet during pregnancy and lactation affect outcomes in offspring? A systematic review of food-based approaches,2014,"Merryn J Netting, Philippa F Middleton, Maria Makrides"
Does the presence of significant risk factors affect perioperative outcomes after robot-assisted radical cystectomy?,2009,"Khurshid A Guru, Kathleen A O'Leary, Hyung L Kim, Victor Filadora, Anees Fazili, Wei Tan, Zubair M Butt, Gregory E Wilding, James L Mohler"
Double deception: ant-mimicking spiders elude both visually- and chemically-oriented predators,2013,"Divya Uma, Caitlin Durkee, Gudrun Herzner, Martha Weiss"
Drug and Vaccine Access in the Ebola Epidemic: Advising Caution in Compassionate Use,2014,"Christopher Olusola Olopade, Andrew Hantel"
Dual role of SIRT1 in UVB-induced skin tumorigenesis,2014,"C R Shea, K Soltani, X Li, M Ming, Y Y He"
Dynamic molecular monitoring of retina inflammation by in vivo Raman spectroscopy coupled with multivariate analysis,2013,"Monica Marro, Alice Taubes, Alice Abernathy, Stephan Balint, Beatriz Moreno, Bernardo Sanchez-Dalmau, Elena H Martínez-Lapiscina, Ivan Amat-Roldan, Dmitri Petrov, Pablo Villoslada"
Dynamical feedback between circadian clock and sucrose availability explains adaptive response of starch metabolism to various photoperiods,2013,"François G Feugier, Akiko Satake"
Early and widespread injury of astrocytes in the absence of demyelination in acute haemorrhagic leukoencephalitis,2014,"Bogdan F G H Popescu, Christopher A Robinson, Reginald C Adiele, Mylyne Tham, Claudia F Lucchinetti"
Early brain pseudoatrophy while on natalizumab therapy is due to white matter volume changes,2013,"Xavier Montalban, Alejandro Horga, Jaume Sastre-Garriga, Angela Vidal-Jordana, María J Arévalo, Jordi Río, Carlos Nos, Joaquín Castilló, Alex Rovira, Francisco Pérez-Miralles, Mari C Edo, Carmen Tur, Mar Tintoré, Cristina Auger"
Early changes of myocardial deformation properties in patients with dystrophia myotonica type 1: A three-dimensional Speckle Tracking echocardiographic study,2014,"Maurizio Galderisi, Francesco De Stefano, Ciro Santoro, Agostino Buonauro, Lucia Ruggiero, Daniela De Palma, Fiore Manganelli, Giovanni de Simone, Lucio Santoro"
Early myocardial and skeletal muscle interstitial remodelling in systemic sclerosis: insights from extracellular volume quantification using cardiovascular magnetic resonance,2014,"Andrea Barison, Luna Gargani, Daniele De Marchi, Giovanni Donato Aquaro, Serena Guiducci, Eugenio Picano, Marco Matucci Cerinic, Alessandro Pingitore"
Early onset severe pulmonary arterial hypertension with 'two-hit' digenic mutations in both BMPR2 and KCNA5 genes,2014,"Anuka Das, Ruirui Ji, Yuxin Fan, Guoliang Wang, Linda Knight, Patricia Lawrence, Usama Kanaan, Lei Li, Bin Cui, Wenxin Zou, Daniel J Penny"
Early resolution of type 2 diabetes seen after Roux-en-Y gastric bypass and vertical sleeve gastrectomy,2011,"Brooke E Bayham, Frank L Greenway, Drake E Bellanger, Carol E O'Neil"
Early white matter changes in childhood multiple sclerosis: a diffusion tensor imaging study,2013,"I K Koerte, S Müller, A Blaschek, B Ertl-Wagner, F Heinen, W Müller-Felber, A Sebastian Schröder, D Keeser"
Ebola Virus Disease and Children: What Pediatric Health Care Professionals Need to Know,2014,"Georgina Peacock, Timothy M Uyeki, Sonja A Rasmussen"
Ebola and other viral haemorrhagic fevers,2014,"Tom E Fletcher, Timothy J G Brooks, Nicholas J Beeching"
Ebolavirus entry requires a compact hydrophobic fist at the tip of the fusion loop,2014,"Elizabeth A Nelson, Per Larsson, Judith M White, Sonia M Gregory, Lukas K Tamm, Peter M Kasson"
EcPV2 DNA in equine genital squamous cell carcinomas and normal genital mucosa,2012,"Anouk Willemsen, Maria A Bracho, Cindy De Baere, Ignacio G Bravo, Ann Martens, Lies Bogaert, Eva Vanderstraeten"
Effect of 24-hour mandatory vs on-demand critical care specialist presence on long-term survival and quality of life of critically ill patients in the intensive care unit of a teaching hospital,2011,"Martin Reriani, Michelle Biehl, Jeff A Sloan, Michael Malinchoc, Ognjen Gajic"
Effect of acute DHEA administration on free testosterone in middle-aged and young men following high-intensity interval training,2013,"Te-Chih Liu, Che-Hung Lin, John L Ivy, Chih-Yang Huang, Chia-Hua Kuo"
Effect of adolescent obesity on cardiometabolic risk in african-americans and Caucasians,2012,Robert P Hoffman
Effect of chemical substances in removing methylene blue after photodynamic therapy in root canal treatment,2011,"Isabel Mello, Silvio José Albergaria, Erica dos Santos Carvalho, José Luiz Lage-Marques, Sandra Márcia Habitante, Denise Pontes Raldi"
Effect of clinical characteristics on cognitive performance in service members and veterans with histories of blast-related mild traumatic brain injury,2014,"Nicholas J Pastorek, Leslie Neipert, Maya Troyanskaya, Randall S Scheibel, Nancy J Petersen, Harvey S Levin"
Effect of combination of preoperative ibuprofen/acetaminophen on the success of the inferior alveolar nerve block in patients with symptomatic irreversible pulpitis,2011,"Michael Simpson, Melissa Drum, Al Reader, John Nusstein, Mike Beck"
Effect of combined metformin and oral contraceptive therapy on metabolic factors and endothelial function in overweight and obese women with polycystic ovary syndrome,2011,"James A Arrowood, Kai I Cheang, Swati S Adawadkar, John E Nestler, Paulina A Essah, Dale W Stovall"
Effect of energy expenditure and training status on leptin response to sub-maximal cycling,2009,"Anissa Bouassida, Jean-Claude Chatard, Karim Chamari, Monia Zaouali, Youssef Feki, Najoua Gharbi, Abdelkarim Zbidi, Zouhaïr Tabka"
Effect of enhanced iron chelation therapy on glucose metabolism in patients with beta-thalassaemia major,2006,"Kalistheni Farmaki, Nicholas Angelopoulos, George Anagnostopoulos, Efstathios Gotsis, Grigorios Rombopoulos, George Tolis"
Effect of induction chemotherapy on swallow physiology and saliva production in patients with head and neck cancer: A pilot study,2014,"Bharat B Mittal, Barbara Roa Pauloski, Alfred W Rademaker, Muveddet Discekici-Harris, Irene B Helenowski, Ann Mellot, Mark Agulnik, Jerilyn A Logemann"
Effect of laparoscopic splenectomy on portal haemodynamics in patients with liver cirrhosis and portal hypertension,2014,"Y Maehara, H Kawanaka, T Akahoshi, N Kinjo, T Iguchi, M Ninomiya, Y-I Yamashita, T Ikegami, T Yoshizumi, K Shirabe"
Effect of long-term exposure to endodontic disinfecting solutions on young and old Enterococcus faecalis biofilms in dentin canals,2014,"Tianfeng Du, Zhejun Wang, Ya Shen, Jingzhi Ma, Yingguang Cao, Markus Haapasalo"
Effect of mobile phones on micronucleus frequency in human exfoliated oral mucosal cells,2012,"F Camacho-Alonso, P Lopez-Jornet, M Sanchez-Siles, I Ros-Llor"
Effect of post-space treatments on the push-out bond strength and failure modes of glass fibre posts,2010,"Eser Şimşek, Güliz Görgül, Hacer Deniz Arisu, Bağdagül Helvacioğlu Kivanç, Baran C Sağlam"
Effect of sex and ovarian hormones on carotid baroreflex resetting and function during dynamic exercise in humans,2012,"Paul J Fadel, Shekhar H Deo, Areum Kim, James P Fisher"
Effect of weight loss on some serum cytokines in human obesity: increase in IL-10 after weight loss,2007,"Sun Hye Jung, Hye Soon Park, Kyung-Soo Kim, Woong H Choi, Chul Woo Ahn, Seon Mee Kim, Sang Mi Ahn, Yun Kyung Kim, Seon Yeong Lee, Dae Jung Kim, Hae Jin Kim, Kwan-Woo Lee, Bom Taeck Kim"
Effectiveness of a school-based physical activity-related injury prevention program on risk behavior and neuromotor fitness a cluster randomized controlled trial,2010,"Willem van Mechelen, Ingrid Bakker, Evert Alm Verhagen, Mai Jm Chinapaw, Dorine Cm Collard"
Effects of 5-azacytidine on RUNX3 gene expression and the biological behavior of esophageal carcinoma cells,2014,"Hua-Xia Chen, Hong Liu, Shuai Wang, Zhou Wang"
Effects of Panax notoginseng (Chinese ginseng) and acute exercise on postprandial glycemia in non-diabetic adults,2012,"Michael T C Liang, W Y Jamie Lau, Bulent Sokmen, Thomas W Spalding, William J Chuang"
Effects of blood pressure lowering on outcome incidence in hypertension: 2. Effects at different baseline and achieved blood pressure levels - overview and meta-analyses of randomized trials,2014,"Alberto Zanchetti, Costas Thomopoulos, Gianfranco Parati"
Effects of denosumab treatment and discontinuation on human growth plates,2014,"Howard D Wang, Alison M Boyce, Jeffrey Y Tsai, Rachel I Gafni, Frances A Farley, Josephine Z Kasa-Vubu, Alfredo A Molinolo, Michael T Collins"
Effects of diet-induced obesity on colitis-associated colon tumor formation in A/J mice,2011,"S-Y Park, J-S Kim, Y-R Seo, M-K Sung"
Effects of long working hours and the night shift on severe sleepiness among workers with 12-hour shift systems for 5 to 7 consecutive days in the automobile factories of Korea,2008,"Mia Son, Jaeyoung Kim, Sang-Baek Koh, Mikko Härmä, Jeong-Ok Kong"
Effects of losartan on hepatic expression of nonphagocytic NADPH oxidase and fibrogenic genes in patients with chronic hepatitis C,2009,"Jordi Colmenero, Ramón Bataller, Pau Sancho-Bru, Marlene Domínguez, Montserrat Moreno, Xavier Forns, Miquel Bruguera, Vicente Arroyo, David A Brenner, Pere Ginès"
Effects of magnitude and frequency of variations in external power output on simulated cycling time-trial performance,2013,"Marc Wells, Greg Atkinson, Simon Marwood"
Effects of oleuropein in rats with simultaneous type 2 diabetes and renal hypertension: a study of antihypertensive mechanisms,2014,"Azadeh Khalili, Ali Akbar Nekooeian, Mohammad Bagher Khosravi"
Effects of six second generation antipsychotics on body weight and metabolism - risk assessment and results from a prospective study,2009,"T Tatarczyk, M Edlinger, A Tschoner, M Rettenbacher, W W Fleischhacker, J Engl, J R Patsch, S Kaser, M Effenberger, C F Ebenbichler"
Efficacy and patient-reported outcomes of a new mometasone cream treating atopic eczema,2012,"Christoph Willers, Thomas Ruzicka, Walter Wigger-Alberti"
Efficacy and safety of canagliflozin in patients with type 2 diabetes mellitus inadequately controlled with metformin and sulphonylurea: a randomised trial,2013,"G González-Gálvez, P Hollander, F Vercruysse, J P H Wilding, K Usiskin, S Black, W Canovatchel, C Mathieu, G Charpentier, G Law, G Meininger"
Efficacy of a single sequence of intermittent bright light pulses for delaying circadian phase in humans,2004,"Charles A Czeisler, Kenneth P Wright, Claude Gronfier, Megan E Jewett, Richard E Kronauer"
